MSE_SOM;PSNR_SOM;FR;expe;MSE_FaultySOM;PSNR_FaultySOM;FR;avg_MSE_faulty;avg_PSNR_faulty;;;;;1;9,261476842;23,28935085;0,061423136;0,011254209;1;9,390270183;23,27523829;0,059229205;0,0115622
8,833561266;23,57128698;5;20;12,83009697;20,70524957;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;5;21;12,48274257;20,83957957;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;5;22;12,96284054;21,66598455;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;5;23;11,80219388;21,8234883;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;5;24;11,56447463;21,93958026;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;5;25;11,78309621;21,82687587;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;5;26;11,5995706;22,08443207;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;5;27;11,22922632;22,15490781;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;5;28;13,33353843;21,54803814;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;5;29;11,41847806;22,24701242;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;5;30;11,28434855;22,23491296;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;5;31;11,12598349;22,03185571;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;5;32;14,14443076;20,84120675;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;5;33;11,636142;21,66054971;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;5;34;11,95449381;21,68178649;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;5;35;11,41497475;22,09177867;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;5;36;12,46762601;21,32999395;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;5;37;12,48910311;21,90483003;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;5;38;11,52902214;22,2738689;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;5;39;12,75350201;21,66296822;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;6;0;12,16213986;21,38446889;6;12,65605688;21,40283982;0,432724186;0,091995281;;;;;;;;;;;;
8,833561266;23,57128698;6;1;13,82912988;20,98559138;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;6;2;11,21963189;21,997262;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;6;3;11,29433224;22,26151732;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;6;4;12,90621855;21,54187322;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;6;5;13,63991183;20,99680023;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;6;6;12,4197184;20,55872295;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;6;7;12,07586234;21,87119345;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;6;8;11,82725368;21,89356784;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;6;9;13,69664097;21,21859624;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;6;10;13,10151671;21,30105447;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;6;11;13,07765544;20,53384901;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;6;12;13,37096361;20,76024632;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;6;13;12,08938681;21,77308697;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;6;14;13,76413555;21,21397804;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;6;15;11,94274304;21,75575493;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;6;16;12,51956247;21,44281375;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;6;17;12,88660512;21,10913092;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;6;18;12,68178826;21,59154929;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;6;19;11,90583517;21,68583954;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;6;20;12,66987395;21,25106851;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;6;21;12,78934322;21,51154196;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;6;22;14,73215467;20,41895165;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;6;23;12,72113688;21,41732191;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;6;24;12,42539339;21,5474367;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;6;25;11,53573988;21,96878497;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;6;26;12,12553513;21,66883934;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;6;27;13,80226696;21,17212031;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;6;28;12,11182186;21,69239246;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;6;29;12,72107215;21,28434302;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;6;30;13,31636766;20,35523507;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;6;31;13,10678651;21,46572425;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;6;32;13,52613951;21,25608848;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;6;33;13,08516018;20,98602419;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;6;34;12,27780297;21,3968561;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;6;35;12,24034636;21,49553397;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;6;36;11,7646998;21,83238814;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;6;37;12,98371742;21,57229222;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;6;38;11,2934448;22,17610569;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;6;39;12,60244003;21,7676471;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;7;0;13,18496009;21,42018708;7;12,96426156;21,18243971;0,467614382;0,101345644;;;;;;;;;;;;
8,833561266;23,57128698;7;1;12,4015035;21,51830868;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;7;2;13,21573871;20,92023121;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;7;3;13,59530819;21,10086907;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;7;4;12,00671277;21,62543877;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;7;5;13,87819371;20,86133974;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;7;6;13,44421942;21,28518028;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;7;7;12,00453246;21,94783339;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;7;8;13,10208864;21,45185675;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;7;9;14,40347682;20,58118988;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;7;10;12,5031365;21,61045484;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;7;11;12,43358744;21,32782248;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;7;12;12,95191778;21,09257182;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;7;13;12,30887351;21,72245405;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;7;14;13,80439243;20,91621021;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;7;15;12,21030682;21,63356471;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;7;16;13,81976002;21,16145709;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;7;17;12,64604626;21,49559823;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;7;18;12,47073416;21,42968481;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;7;19;11,55674474;21,83333568;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;7;20;13,27427856;20,41814262;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;7;21;13,79963467;21,05744685;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;7;22;11,41620427;21,96737327;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;7;23;12,19211872;21,5497272;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;7;24;12,52404693;21,4381329;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;7;25;13,05501575;21,03698886;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;7;26;11,74529957;21,64350599;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;7;27;13,35954927;20,77614399;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;7;28;13,78803315;20,82027532;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;7;29;13,67601306;20,14639343;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;7;30;12,06854691;21,7266299;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;7;31;13,05007283;20,98918688;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;7;32;14,01917343;20,52094407;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;7;33;13,27585946;21,32987229;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;7;34;13,56773217;20,9660516;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;7;35;14,15249852;20,56605566;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;7;36;12,81299924;20,55619579;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;7;37;12,04936867;21,66484486;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;7;38;13,04786481;21,08045;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;7;39;13,75391835;20,10763822;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;8;0;12,10079771;21,73290686;8;13,53304441;20,77214497;0,532003232;0,118752193;;;;;;;;;;;;
8,833561266;23,57128698;8;1;15,66948804;19,86297937;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;8;2;12,54027726;21,42263976;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;8;3;14,29878132;20,27182235;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;8;4;13,59701604;21,19869602;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;8;5;13,16661136;20,49507037;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;8;6;14,34572512;19,8537506;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;8;7;15,30278332;20,26462152;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;8;8;13,01024434;21,2403194;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;8;9;12,99845466;20,91636263;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;8;10;12,84384384;21,3531758;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;8;11;12,63164397;21,28725799;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;8;12;13,52736373;20,88344448;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;8;13;13,0683074;21,01649978;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;8;14;15,35563241;19,30550363;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;8;15;13,20822862;20,76451111;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;8;16;12,16543761;21,74410623;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;8;17;14,14110007;19,92103044;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;8;18;15,0629151;20,61675711;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;8;19;12,89600623;21,30891283;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;8;20;14,04557482;21,00016191;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;8;21;12,75176751;21,31350224;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;8;22;13,25473612;20,90749804;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;8;23;11,81744418;21,92153252;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;8;24;13,97446914;19,82803743;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;8;25;13,94144639;20,24241458;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;8;26;12,42703424;21,34802214;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;8;27;13,06061998;20,94592488;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;8;28;13,71814242;20,29020555;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;8;29;13,74585985;20,60924396;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;8;30;14,20669911;19,69112686;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;8;31;14,04358959;20,78715763;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;8;32;13,1842626;21,39436529;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;8;33;14,24275192;20,6964798;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;8;34;13,69607661;20,84911426;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;8;35;13,67597867;20,67069042;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;8;36;13,42326932;20,92118394;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;8;37;13,14387743;21,11280608;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;8;38;14,02055322;19,85807922;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;8;39;13,01696503;21,03788365;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;9;0;14,66701489;20,44945657;9;14,61762979;20,16127967;0,654783314;0,144667846;;;;;;;;;;;;
8,833561266;23,57128698;9;1;14,51974842;19,83906932;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;9;2;15,12970029;19,9975349;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;9;3;13,93918552;20,75808252;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;9;4;14,44945426;20,35764039;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;9;5;13,93641832;20,57151632;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;9;6;16,28111767;19,51298559;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;9;7;14,0745048;20,7770095;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;9;8;13,11187928;20,43303399;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;9;9;14,7950545;20,50025926;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;9;10;15,48685244;19,19801648;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;9;11;13,48043506;20,96426003;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;9;12;15,73800946;20,08521074;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;9;13;14,43391486;19,80053292;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;9;14;13,86722702;21,08130948;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;9;15;13,35703516;20,81478383;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;9;16;14,4286316;19,49000839;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;9;17;15,26872717;19,64540566;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;9;18;14,50568865;19,73295533;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;9;19;14,99163505;20,28509657;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;9;20;15,50986904;18,98023221;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;9;21;13,60146759;20,22755976;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;9;22;16,2754078;18,81624127;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;9;23;15,3559209;20,31490501;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;9;24;14,49190666;20,81986364;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;9;25;13,86729126;20,48967735;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;9;26;15,24776709;20,17687478;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;9;27;12,39008122;21,40873837;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;9;28;13,55585829;20,43617779;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;9;29;14,08457149;20,73292526;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;9;30;12,95089217;21,43212356;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;9;31;15,59087617;20,20232553;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;9;32;16,19652625;19,80337711;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;9;33;14,04243383;19,9509181;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;9;34;15,39870434;19,49583721;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;9;35;16,04224817;19,11818016;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;9;36;15,3796967;19,34450525;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;9;37;14,71271534;20,56481907;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;9;38;14,37069922;20,37307667;;;;;;;;;;;;;;;;;
8,833561266;23,57128698;9;39;15,17802353;19,46866106;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;1;0;9,489478074;23,1946939;1;9,488189461;23,31540399;0,070215885;0,013621467;;;;;;;;;;;;
8,865678031;23,63737978;1;1;9,743760814;23,3149619;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;1;2;9,356767854;23,4073124;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;1;3;9,574357281;23,29160771;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;1;4;9,415198685;23,33734019;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;1;5;9,152381415;23,43277714;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;1;6;9,360498061;23,36877194;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;1;7;9,122650288;23,42769086;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;1;8;9,364121164;23,37773375;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;1;9;9,411218301;23,36427448;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;1;10;9,764109634;23,24404492;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;1;11;9,45227336;23,39499911;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;1;12;9,408813129;23,2627959;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;1;13;9,67106328;23,26633915;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;1;14;9,405942085;23,32309737;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;1;15;9,280654283;23,51887903;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;1;16;9,488161555;23,3313492;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;1;17;9,556403499;23,24571384;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;1;18;9,63243681;23,12644933;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;1;19;9,599247382;23,29078369;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;1;20;9,593855941;23,31306978;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;1;21;9,668501129;23,24032695;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;1;22;9,387968593;23,37146505;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;1;23;9,380176222;23,33683268;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;1;24;9,638713088;23,27637613;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;1;25;9,506035741;23,32313895;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;1;26;9,278510125;23,42358635;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;1;27;9,437686807;23,34363283;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;1;28;9,188752243;23,51948046;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;1;29;9,268405845;23,36381978;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;1;30;9,583085882;23,24341727;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;1;31;9,46389539;23,26897085;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;1;32;9,459187828;23,31276222;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;1;33;9,735372427;23,18381789;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;1;34;9,535023933;23,33292185;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;1;35;9,385572731;23,36336529;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;1;36;9,121319579;23,46923617;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;1;37;10,7351962;22,89383565;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;1;38;9,220467219;23,38211225;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;1;39;9,690314575;23,13237524;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;2;0;10,34017515;22,98080534;2;10,01867715;23,02231706;0,130051995;0,026020766;;;;;;;;;;;;
8,865678031;23,63737978;2;1;10,24596019;22,80853235;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;2;2;9,940729247;22,9626562;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;2;3;9,847327381;23,10033966;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;2;4;11,12680835;22,4892606;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;2;5;10,06218375;23,08903996;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;2;6;9,299277553;23,33219523;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;2;7;11,8938796;22,31136099;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;2;8;9,513529732;23,28192747;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;2;9;10,14686092;23,04563015;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;2;10;10,24499896;23,03925446;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;2;11;9,807139832;23,05198074;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;2;12;9,845808848;23,15209892;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;2;13;11,3376789;22,53684025;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;2;14;10,00383781;23,08753056;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;2;15;9,85944528;23,09459203;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;2;16;10,07846124;23,03947642;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;2;17;9,583288212;23,18794863;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;2;18;9,566652952;23,25599468;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;2;19;10,95887058;22,67606091;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;2;20;9,685597146;23,06775142;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;2;21;9,643825447;23,20073453;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;2;22;10,1842664;22,66830641;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;2;23;9,807466171;23,28427945;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;2;24;9,359587407;23,24006791;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;2;25;9,875732858;23,12406458;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;2;26;9,844846233;23,15560375;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;2;27;9,935531327;22,96986523;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;2;28;10,26194451;22,92994471;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;2;29;10,56821329;22,86423867;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;2;30;9,926757893;23,01804528;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;2;31;9,717151159;23,06189998;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;2;32;9,684521657;23,12164609;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;2;33;9,365705096;23,27184966;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;2;34;10,56803736;22,69306663;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;2;35;9,523951293;23,12462505;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;2;36;9,796075595;23,08894234;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;2;37;9,715679753;23,19117084;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;2;38;9,977356337;23,02335399;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;2;39;9,60192446;23,26970012;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;3;0;9,979272152;22,98669231;3;10,71461083;22,58062706;0,208549509;0,044706847;;;;;;;;;;;;
8,865678031;23,63737978;3;1;10,09310175;22,77204754;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;3;2;10,86417459;22,63520721;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;3;3;11,86309857;22,1966136;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;3;4;10,196603;22,84827208;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;3;5;10,34044667;22,74216578;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;3;6;10,15684074;22,96995626;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;3;7;11,05221943;22,54970885;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;3;8;11,96163755;22,04786682;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;3;9;10,38319987;22,696911;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;3;10;9,718250656;23,1780768;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;3;11;9,674153608;23,0130866;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;3;12;10,30551501;22,7964181;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;3;13;11,09436122;22,39023169;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;3;14;10,07981015;22,91722834;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;3;15;9,997354777;22,84684021;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;3;16;12,90747202;21,83483238;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;3;17;10,00832398;23,07949502;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;3;18;10,47723578;22,71336375;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;3;19;10,79682354;22,42722174;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;3;20;10,11733255;22,90530641;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;3;21;10,80819364;22,65499474;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;3;22;12,67030298;21,24263357;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;3;23;10,28525397;22,71357984;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;3;24;10,69076216;22,64063769;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;3;25;10,12402444;22,98142177;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;3;26;11,60274066;22,49699041;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;3;27;10,42215323;22,68933077;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;3;28;11,20716311;22,26666583;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;3;29;10,16780644;22,90600489;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;3;30;10,24410527;22,72887812;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;3;31;10,28859248;22,85340092;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;3;32;12,21961555;21,24545114;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;3;33;10,49438744;22,54558552;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;3;34;10,25292797;22,91284746;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;3;35;10,48146095;22,90319051;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;3;36;10,23880798;22,91668243;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;3;37;10,26793513;22,81859417;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;3;38;12,50706332;20,76883758;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;3;39;11,543909;22,39181242;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;4;0;12,07635959;21,65179522;4;11,08302354;22,32416343;0,250104448;0,055556765;;;;;;;;;;;;
8,865678031;23,63737978;4;1;10,88394583;22,41705874;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;4;2;10,52727932;22,67714955;;;;;;;;;;;;;;;;;
8,865678031;23,63737978;4;3;11,23457627;22,06709189;;;;;;;;;;;;;;;;;
