MSE_SOM;PSNR_SOM;FR;expe;MSE_FaultySOM;PSNR_FaultySOM;FR;avg_MSE_faulty;avg_PSNR_faulty;;;;;1;9,261476842;23,28935085;0,061423136;0,011254209;1;9,390270183;23,27523829;0,059229205;0,0115622
8,725527577;23,55443741;3;21;10,09675427;22,89727078;;;;;;;;3;10,46105482;22,61442325;0,187382083;0,036623271;;;;;
8,725527577;23,55443741;3;22;10,34818742;22,84260488;;;;;;;;3;10,72817403;22,64784026;0,208048239;0,042414354;;;;;
8,725527577;23,55443741;3;23;9,827409144;22,83877996;;;;;;;;3;10,71962337;22,53827889;0,190252017;0,038750721;;;;;
8,725527577;23,55443741;3;24;10,62962587;22,50366865;;;;;;;;3;10,68875206;22,63017695;0,202363106;0,04302344;;;;;
8,725527577;23,55443741;3;25;10,17475546;22,85791303;;;;;;;;3;10,54620991;22,61876768;0,179455289;0,038221815;;;;;
8,725527577;23,55443741;3;26;9,932790636;22,89566998;;;;;;;;3;10,70484039;22,54364059;0,189718161;0,037030343;;;;;
8,725527577;23,55443741;3;27;10,26598198;22,71365886;;;;;;;;3;10,61753383;22,57321558;0,207392991;0,041974838;;;;;
8,725527577;23,55443741;3;28;9,889419893;22,8875831;;;;;;;;3;10,39212842;22,71645704;0,186648895;0,04016615;;;;;
8,725527577;23,55443741;3;29;9,892062191;22,84216825;;;;;;;;3;10,60518946;22,64530424;0,194561946;0,038916706;;;;;
8,725527577;23,55443741;3;30;10,41848296;22,80018263;;;;;;;;3;10,42746325;22,72194706;0,192614951;0,038352443;;;;;
8,725527577;23,55443741;3;31;12,28577076;21,74619796;;;;;;;;3;10,68925631;22,59177705;0,188382933;0,041304681;;;;;
8,725527577;23,55443741;3;32;9,788098867;23,0424483;;;;;;;;3;10,48929942;22,68031412;0,182656;0,039967475;;;;;
8,725527577;23,55443741;3;33;11,55673434;22,37474361;;;;;;;;3;10,62297194;22,51699622;0,195614086;0,040939507;;;;;
8,725527577;23,55443741;3;34;10,20603228;22,75931479;;;;;;;;3;10,40304643;22,66769231;0,184361934;0,037463571;;;;;
8,725527577;23,55443741;3;35;9,763566023;22,92366531;;;;;;;;3;10,48203904;22,63373441;0,17952899;0,037489233;;;;;
8,725527577;23,55443741;3;36;10,16203278;22,77062533;;;;;;;;3;10,54160787;22,6804493;0,192827353;0,042525832;;;;;
8,725527577;23,55443741;3;37;10,06122945;22,76199437;;;;;;;;3;10,7407892;22,60461466;0,204454002;0,039286213;;;;;
8,725527577;23,55443741;3;38;10,32598096;22,65207598;;;;;;;;3;10,55447177;22,65513418;0,19621731;0,038894513;;;;;
8,725527577;23,55443741;3;39;10,15901883;22,77207287;;;;;;;;4;10,99134155;22,33012563;0,259676443;0,051977967;4;11,17138284;22,25237471;0,260180182;0,054996294
8,725527577;23,55443741;4;0;10,20300074;22,7801234;4;10,99134155;22,33012563;0,259676443;0,051977967;;;4;11,27765792;22,22959283;0,265382981;0,054985248;;;;;
8,725527577;23,55443741;4;1;12,47486299;21,89041005;;;;;;;;4;11,100419;22,2258387;0,246405009;0,055286232;;;;;
8,725527577;23,55443741;4;2;11,66364738;22,38266136;;;;;;;;4;11,137165;22,22267947;0,258896124;0,055439578;;;;;
8,725527577;23,55443741;4;3;10,6684411;22,27505623;;;;;;;;4;11,29997937;22,22661834;0,29739314;0,057585151;;;;;
8,725527577;23,55443741;4;4;10,81157306;22,50342524;;;;;;;;4;11,45535548;22,19226489;0,284360208;0,056191277;;;;;
8,725527577;23,55443741;4;5;10,43790196;22,60900555;;;;;;;;4;11,24858737;22,20690223;0,267465086;0,053952825;;;;;
8,725527577;23,55443741;4;6;11,24020332;22,03470388;;;;;;;;4;11,11897761;22,33710082;0,251985684;0,051746055;;;;;
8,725527577;23,55443741;4;7;10,36455345;22,72655228;;;;;;;;4;10,95191825;22,33197772;0,244957978;0,052467178;;;;;
8,725527577;23,55443741;4;8;10,54446024;22,41791054;;;;;;;;4;11,19834764;22,21642644;0,267704757;0,057479277;;;;;
8,725527577;23,55443741;4;9;11,70894639;22,09152542;;;;;;;;4;11,08302354;22,32416343;0,250104448;0,055556765;;;;;
8,725527577;23,55443741;4;10;12,30360277;21,97574453;;;;;;;;4;11,10064702;22,3553048;0,257475667;0,054342879;;;;;
8,725527577;23,55443741;4;11;11,06640673;22,25963487;;;;;;;;4;11,0934588;22,32706356;0,244834048;0,050425738;;;;;
8,725527577;23,55443741;4;12;10,40026973;22,67000481;;;;;;;;4;11,07199722;22,29462343;0,247570447;0,053697541;;;;;
8,725527577;23,55443741;4;13;10,66508527;22,60463034;;;;;;;;4;11,12992372;22,19506988;0,258887501;0,055330158;;;;;
8,725527577;23,55443741;4;14;10,31604153;22,67076319;;;;;;;;4;11,183092;22,20764126;0,261582415;0,055273399;;;;;
8,725527577;23,55443741;4;15;11,66851003;22,31751733;;;;;;;;4;11,14343424;22,23306489;0,255032961;0,05679403;;;;;
8,725527577;23,55443741;4;16;10,46278792;22,51741088;;;;;;;;4;10,94775804;22,34326108;0,245339252;0,051818117;;;;;
8,725527577;23,55443741;4;17;11,57927489;21,84818506;;;;;;;;4;11,29386439;22,21049267;0,274229744;0,054833816;;;;;
8,725527577;23,55443741;4;18;10,55438233;22,67963492;;;;;;;;4;11,29001765;22,19129961;0,246279889;0,050451396;;;;;
8,725527577;23,55443741;4;19;10,7813856;22,41783686;;;;;;;;4;11,08013888;22,25902386;0,25151476;0,052462262;;;;;
8,725527577;23,55443741;4;20;10,51021663;22,45494982;;;;;;;;4;11,27995184;22,2006489;0,270612979;0,057888244;;;;;
8,725527577;23,55443741;4;21;10,46812438;22,69632981;;;;;;;;4;10,90388289;22,34911089;0,237645285;0,047925605;;;;;
8,725527577;23,55443741;4;22;10,57164246;22,46092847;;;;;;;;4;11,3423817;22,26733887;0,27721122;0,05850254;;;;;
8,725527577;23,55443741;4;23;10,39886718;22,62945973;;;;;;;;4;11,11657473;22,21867712;0,234327461;0,052381618;;;;;
8,725527577;23,55443741;4;24;11,84450206;21,79789053;;;;;;;;4;11,30124852;22,28801025;0,271261997;0,057492859;;;;;
8,725527577;23,55443741;4;25;10,34526202;22,64871061;;;;;;;;4;11,29179568;22,14263347;0,26283928;0,058467635;;;;;
8,725527577;23,55443741;4;26;10,1435884;22,81613909;;;;;;;;4;11,10830424;22,26054626;0,234558463;0,049122943;;;;;
8,725527577;23,55443741;4;27;11,05716281;22,10920109;;;;;;;;4;11,18595084;22,26751049;0,272031609;0,054949205;;;;;
8,725527577;23,55443741;4;28;11,35686858;22,14775681;;;;;;;;4;11,13248103;22,24194972;0,271187747;0,060215411;;;;;
8,725527577;23,55443741;4;29;11,3371886;22,07702391;;;;;;;;4;11,24036372;22,23437141;0,266107579;0,056356996;;;;;
8,725527577;23,55443741;4;30;10,76808065;22,29617988;;;;;;;;4;11,16029928;22,26069005;0,276431234;0,057873952;;;;;
8,725527577;23,55443741;4;31;12,96850987;21,31349988;;;;;;;;4;11,36609837;22,13794208;0,263631156;0,060563434;;;;;
8,725527577;23,55443741;4;32;11,11958668;21,95879889;;;;;;;;4;11,12879671;22,24035201;0,254758557;0,058590583;;;;;
8,725527577;23,55443741;4;33;10,30345509;22,64263351;;;;;;;;4;11,2081183;22,22314701;0,261472232;0,053455349;;;;;
8,725527577;23,55443741;4;34;11,51949757;21,71834639;;;;;;;;4;11,31544777;22,1654618;0,288236642;0,058789745;;;;;
8,725527577;23,55443741;4;35;12,55868839;21,70098675;;;;;;;;4;11,16168468;22,19386543;0,25600855;0,056194879;;;;;
8,725527577;23,55443741;4;36;10,39179133;22,55767694;;;;;;;;4;11,23576331;22,28385825;0,271373966;0,059268255;;;;;
8,725527577;23,55443741;4;37;10,85668017;22,46433087;;;;;;;;4;11,07995461;22,33212856;0,24248744;0,050867085;;;;;
8,725527577;23,55443741;4;38;10,63730018;22,46817654;;;;;;;;4;11,09911081;22,32621038;0,25794533;0,052848545;;;;;
8,725527577;23,55443741;4;39;10,58131134;22,57326908;;;;;;;;5;11,49072962;21,993112;0,316909439;0,066285829;5;11,74671561;21,89230498;0,325056007;0,070288032
8,725527577;23,55443741;5;0;10,64253536;22,52947238;5;11,49072962;21,993112;0,316909439;0,066285829;;;5;11,79032893;21,90754416;0,32290602;0,068676041;;;;;
8,725527577;23,55443741;5;1;11,99604257;21,71247322;;;;;;;;5;11,74162472;21,85768384;0,318402474;0,070934729;;;;;
8,725527577;23,55443741;5;2;11,50110461;21,9935431;;;;;;;;5;11,73452242;21,93126815;0,326418778;0,067825825;;;;;
8,725527577;23,55443741;5;3;11,40773543;21,8798353;;;;;;;;5;11,5058822;22,00155819;0,321033617;0,067127765;;;;;
8,725527577;23,55443741;5;4;11,35202585;22,00074983;;;;;;;;5;11,94697562;21,84078706;0,339480047;0,071139181;;;;;
8,725527577;23,55443741;5;5;10,55436166;22,5101664;;;;;;;;5;11,62088752;21,90118558;0,309415016;0,06697681;;;;;
8,725527577;23,55443741;5;6;10,52609593;22,52345496;;;;;;;;5;11,74149105;21,86417274;0,32208007;0,071822784;;;;;
8,725527577;23,55443741;5;7;11,72518497;21,91700666;;;;;;;;5;11,76346544;21,83586557;0,337210506;0,073516928;;;;;
8,725527577;23,55443741;5;8;11,42674888;22,1551773;;;;;;;;5;11,97715502;21,71449458;0,355869355;0,078773484;;;;;
8,725527577;23,55443741;5;9;11,02582688;22,31259147;;;;;;;;5;11,90736428;21,95048943;0,343085576;0,07136537;;;;;
8,725527577;23,55443741;5;10;11,81726241;21,8489576;;;;;;;;5;11,73150635;21,95551252;0,328939092;0,071254589;;;;;
8,725527577;23,55443741;5;11;10,34075276;22,71297594;;;;;;;;5;11,46494751;22,0667621;0,286520037;0,061496409;;;;;
8,725527577;23,55443741;5;12;10,73716228;22,28896518;;;;;;;;5;11,67171852;21,93522903;0,31514584;0,068952152;;;;;
8,725527577;23,55443741;5;13;11,40388683;21,92738299;;;;;;;;5;11,60362827;21,92645707;0,31246745;0,066762896;;;;;
8,725527577;23,55443741;5;14;13,00057345;20,53369556;;;;;;;;5;11,92584693;21,79342952;0,345373781;0,072894219;;;;;
8,725527577;23,55443741;5;15;13,9046844;20,85345607;;;;;;;;5;11,80797844;21,85151264;0,329877471;0,072980839;;;;;
8,725527577;23,55443741;5;16;11,07703693;22,13053614;;;;;;;;5;11,6699182;21,90607069;0,327487066;0,070371183;;;;;
8,725527577;23,55443741;5;17;13,93694438;21,11562466;;;;;;;;5;11,81155904;21,86349789;0,332638619;0,069600158;;;;;
8,725527577;23,55443741;5;18;11,47708375;21,86519309;;;;;;;;5;11,9884971;21,7577107;0,323383479;0,069004331;;;;;
8,725527577;23,55443741;5;19;11,02191736;22,30949836;;;;;;;;5;11,47774019;22,02774136;0,296424297;0,062307657;;;;;
8,725527577;23,55443741;5;20;10,73814749;22,41025163;;;;;;;;5;12,10702694;21,7177978;0,363777592;0,078378623;;;;;
8,725527577;23,55443741;5;21;10,5632733;22,67811702;;;;;;;;5;11,51241649;21,95572483;0,306716894;0,064683891;;;;;
8,725527577;23,55443741;5;22;12,34073593;21,36267956;;;;;;;;5;11,74871747;21,92470541;0,322966743;0,072989611;;;;;
8,725527577;23,55443741;5;23;12,56618636;21,47420255;;;;;;;;5;11,55940202;21,96805684;0,283496733;0,063070481;;;;;
8,725527577;23,55443741;5;24;10,62378089;22,3966931;;;;;;;;5;11,92539082;21,81664089;0,34147091;0,077425952;;;;;
8,725527577;23,55443741;5;25;12,08311045;21,6216147;;;;;;;;5;11,62990992;21,982444;0,300652925;0,065279091;;;;;
8,725527577;23,55443741;5;26;11,06630444;22,07565037;;;;;;;;5;12,06202965;21,62097468;0,34055392;0,076442756;;;;;
8,725527577;23,55443741;5;27;11,27037988;21,98329456;;;;;;;;5;11,712777;21,95164946;0,331940644;0,068354597;;;;;
8,725527577;23,55443741;5;28;12,27001668;21,94330388;;;;;;;;5;11,61847029;21,92692638;0,32668154;0,073526028;;;;;
8,725527577;23,55443741;5;29;11,24538147;22,32012846;;;;;;;;5;11,94545097;21,80085573;0,345528169;0,074755719;;;;;
8,725527577;23,55443741;5;30;12,52322786;21,3993534;;;;;;;;5;11,76165471;21,87645542;0,345209753;0,074135687;;;;;
8,725527577;23,55443741;5;31;10,32197901;22,65804957;;;;;;;;5;11,9878503;21,81861704;0,33275471;0,07411418;;;;;
8,725527577;23,55443741;5;32;11,16202511;22,26833835;;;;;;;;5;11,74459756;21,9935336;0,324189368;0,069038133;;;;;
8,725527577;23,55443741;5;33;11,39674393;22,00382617;;;;;;;;5;11,78281768;21,78377603;0,32615457;0,072169362;;;;;
8,725527577;23,55443741;5;34;12,95146356;20,98248794;;;;;;;;5;11,79759059;21,81312946;0,343127448;0,073750806;;;;;
8,725527577;23,55443741;5;35;11,60730876;21,92041639;;;;;;;;5;11,635715;21,93661551;0,30935051;0,067134559;;;;;
8,725527577;23,55443741;5;36;11,87130422;21,82760484;;;;;;;;5;11,75899152;21,92623858;0,330579443;0,07436547;;;;;
8,725527577;23,55443741;5;37;10,99746881;22,37615807;;;;;;;;5;11,56477726;22,05093257;0,296854634;0,062818135;;;;;
8,725527577;23,55443741;5;38;10,38538327;22,54389095;;;;;;;;5;11,63927096;21,94504034;0,319165725;0,069019035;;;;;
8,725527577;23,55443741;5;39;10,76999685;22,35766244;;;;;;;;6;12,31044662;21,45825254;0,41085413;0,088993205;6;12,35706838;21,52218506;0,393919455;0,086002944
8,725527577;23,55443741;6;0;12,38992702;21,41235147;6;12,31044662;21,45825254;0,41085413;0,088993205;;;6;12,41674985;21,47396804;0,393192101;0,08710804;;;;;
8,725527577;23,55443741;6;1;12,53830059;21,34008988;;;;;;;;6;12,39228854;21,49391154;0,391461937;0,086396944;;;;;
